action,index,row,original,new
update,3547,,"{'cost center': nan, 'station name': 'Maritzburg', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'maritzburg'}","{'cost center': 'ZA111S0130', 'station name': 'Maritzburg', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'maritzburg'}"
update,3548,,"{'cost center': nan, 'station name': 'Marylone', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'marylone'}","{'cost center': 'ZA111S0060', 'station name': 'Marylone', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'marylone'}"
update,3549,,"{'cost center': nan, 'station name': 'Masorini', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'masorini'}","{'cost center': 'ZA111S0236', 'station name': 'Masorini', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'masorini'}"
insert,3550,"{'station name': 'Mata Mata (SAN Park)', 'cost center': nan, 'country code': 'ZA'}",,
insert,3551,"{'station name': 'Maxi Motors ', 'cost center': nan, 'country code': 'ZA'}",,
insert,3552,"{'station name': 'Mc Bens', 'cost center': nan, 'country code': 'ZA'}",,
update,3553,,"{'cost center': nan, 'station name': 'Mdantsane', 'city': 'Eastern Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mdantsane'}","{'cost center': 'ZA111S0237', 'station name': 'Mdantsane', 'city': 'Eastern Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mdantsane'}"
update,3554,,"{'cost center': nan, 'station name': 'Melkbos', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'melkbos'}","{'cost center': 'ZA111S0238', 'station name': 'Melkbos', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'melkbos'}"
update,3555,,"{'cost center': nan, 'station name': 'Melmoth', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'melmoth'}","{'cost center': 'ZA111S0102', 'station name': 'Melmoth', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'melmoth'}"
insert,3556,"{'station name': 'Menlyn', 'cost center': nan, 'country code': 'ZA'}",,
update,3557,,"{'cost center': nan, 'station name': 'Meredale', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'meredale'}","{'cost center': 'ZA111S0085', 'station name': 'Meredale', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'meredale'}"
update,3558,,"{'cost center': nan, 'station name': 'Mhala Motors', 'city': 'Western Cape', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'mhala motors'}","{'cost center': 'ZA111S0393', 'station name': 'Mhala Motors', 'city': 'Western Cape', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'mhala motors'}"
insert,3559,"{'station name': 'Middleburg Mall', 'cost center': nan, 'country code': 'ZA'}",,
insert,3560,"{'station name': 'Midrand', 'cost center': nan, 'country code': 'ZA'}",,
insert,3561,"{'station name': 'Midway Service Station ', 'cost center': nan, 'country code': 'ZA'}",,
update,3562,,"{'cost center': nan, 'station name': ""Mike's Tune-up centre"", 'city': 'Gauteng', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mike s tune up centre'}","{'cost center': 'ZA111S0456', 'station name': ""Mike's Tune-up centre"", 'city': 'Gauteng', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mike s tune up centre'}"
update,3563,,"{'cost center': nan, 'station name': 'Mirings Park', 'city': 'Northwest ', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'mirings park'}","{'cost center': 'ZA111S0970', 'station name': 'Meiringspark', 'city': 'Northwest ', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'mirings park'}"
update,3564,,"{'cost center': nan, 'station name': ""Mitchell's Plein"", 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'mitchell s plein'}","{'cost center': 'ZA111S0240', 'station name': ""Mitchell's Plein"", 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'mitchell s plein'}"
update,3565,,"{'cost center': nan, 'station name': 'Mkuze Plaza', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mkuze plaza'}","{'cost center': 'ZA111S0143', 'station name': 'Mkuze Plaza', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mkuze plaza'}"
update,3566,,"{'cost center': nan, 'station name': 'Modderdam', 'city': 'Western Cape', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'modderdam'}","{'cost center': 'ZA111S0241', 'station name': 'Modderdam', 'city': 'Western Cape', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'modderdam'}"
update,3567,,"{'cost center': 'New', 'station name': 'Modderriver Expressmark', 'city': 'Northern Cape', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'modderriver expressmark'}","{'cost center': 'ZA111S0795-F', 'station name': 'Expressmark Modderriver', 'city': 'Northern Cape', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'modderriver expressmark'}"
update,3568,,"{'cost center': nan, 'station name': 'Modimolle', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'modimolle'}","{'cost center': 'ZA111S0035', 'station name': 'Modimolle', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'modimolle'}"
insert,3569,"{'station name': 'Mokala Park Station (SAN Park)', 'cost center': nan, 'country code': 'ZA'}",,
insert,3570,"{'station name': 'Mons Motors', 'cost center': nan, 'country code': 'ZA'}",,
insert,3571,"{'station name': 'Montague Gardens', 'cost center': nan, 'country code': 'ZA'}",,
insert,3572,"{'station name': 'Mooikloof', 'cost center': nan, 'country code': 'ZA'}",,
insert,3573,"{'station name': 'Moorreesburg Expressmark', 'cost center': 'KO', 'country code': 'ZA'}",,
insert,3574,"{'station name': 'Moot Street Motors', 'cost center': nan, 'country code': 'ZA'}",,
insert,3575,"{'station name': 'Mopani (San Parks)', 'cost center': nan, 'country code': 'ZA'}",,
update,3576,,"{'cost center': nan, 'station name': 'Moratiwa', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'moratiwa'}","{'cost center': 'ZA111S0801', 'station name': 'Moratiwa', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'moratiwa'}"
insert,3577,"{'station name': 'Moreleta park', 'cost center': nan, 'country code': 'ZA'}",,
update,3578,,"{'cost center': nan, 'station name': 'Morula', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'morula'}","{'cost center': 'ZA111S0244', 'station name': 'Morula', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'morula'}"
insert,3579,"{'station name': 'Motorden Motors', 'cost center': nan, 'country code': 'ZA'}",,
update,3580,,"{'cost center': nan, 'station name': 'Motovation motors', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'motovation motors'}","{'cost center': 'ZA111S0114', 'station name': 'Motovation motors', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'motovation motors'}"
update,3581,,"{'cost center': nan, 'station name': 'Mountain Zebra national Park', 'city': 'Eastern Cape', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'mountain zebra national park'}","{'cost center': 'ZA111S0800', 'station name': 'Mountain Zebra national Park', 'city': 'Eastern Cape', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'mountain zebra national park'}"
insert,3582,"{'station name': 'Moutse mall', 'cost center': nan, 'country code': 'ZA'}",,
update,3583,,"{'cost center': nan, 'station name': 'Mtuba Plaza', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mtuba plaza'}","{'cost center': 'ZA111S0355', 'station name': 'Mtuba Plaza', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mtuba plaza'}"
insert,3584,"{'station name': 'Murchisson', 'cost center': nan, 'country code': 'ZA'}",,
update,3585,,"{'cost center': nan, 'station name': 'Murrayfield Motors', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'murrayfield motors'}","{'cost center': 'ZA111S0428', 'station name': 'Murrayfield Motors', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'murrayfield motors'}"
update,3586,,"{'cost center': nan, 'station name': 'Mustang Motors', 'city': 'Eastern Cape', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mustang motors'}","{'cost center': 'ZA111S0356', 'station name': 'Mustang Motors', 'city': 'Eastern Cape', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mustang motors'}"
update,3587,,"{'cost center': nan, 'station name': 'N1 City ', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'n1 city'}","{'cost center': 'ZA111S0245', 'station name': 'N1 City ', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'n1 city'}"
update,3588,,"{'cost center': nan, 'station name': 'N1 City Satellite ', 'city': 'Western Cape', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'n1 city satellite'}","{'cost center': 'ZA111S0246', 'station name': 'N1 City Satellite ', 'city': 'Western Cape', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'n1 city satellite'}"
update,3589,,"{'cost center': nan, 'station name': 'N12 Halfway Stop', 'city': 'Northern Cape', 'segmentation': 'S4', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'n12 halfway stop'}","{'cost center': 'ZA111S0679', 'station name': 'N12 Halfway Stop', 'city': 'Northern Cape', 'segmentation': 'S4', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'n12 halfway stop'}"
insert,3590,"{'station name': 'N12 Potchefstroom', 'cost center': nan, 'country code': 'ZA'}",,
insert,3591,"{'station name': 'N17', 'cost center': nan, 'country code': 'ZA'}",,
insert,3592,"{'station name': 'Naboom', 'cost center': nan, 'country code': 'ZA'}",,
update,3593,,"{'cost center': nan, 'station name': 'Namakgale', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'namakgale'}","{'cost center': 'ZA111S0720', 'station name': 'Namakgale', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'namakgale'}"
insert,3594,"{'station name': 'Nambiti Motors', 'cost center': nan, 'country code': 'ZA'}",,
insert,3595,"{'station name': 'Nasionale Parke Raad (SAN Parks)', 'cost center': nan, 'country code': 'ZA'}",,
insert,3596,"{'station name': 'Nasionale Parke Vaalbos (SAN Parks)', 'cost center': nan, 'country code': 'ZA'}",,
update,3597,,"{'cost center': nan, 'station name': 'Navy', 'city': 'KwaZulu Natal', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'navy'}","{'cost center': 'ZA111S0921', 'station name': 'Navy', 'city': 'KwaZulu Natal', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'navy'}"
update,3598,,"{'cost center': nan, 'station name': 'Nelbury', 'city': 'Mpumalanga', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'nelbury'}","{'cost center': 'ZA111S0396', 'station name': 'Nelbury', 'city': 'Mpumalanga', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'nelbury'}"
insert,3599,"{'station name': 'New Hanover Garage', 'cost center': nan, 'country code': 'ZA'}",,
insert,3600,"{'station name': 'New Redruth', 'cost center': nan, 'country code': 'ZA'}",,
update,3601,,"{'cost center': nan, 'station name': 'New World', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'new world'}","{'cost center': 'ZA111S0080', 'station name': 'New World', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'new world'}"
update,3602,,"{'cost center': nan, 'station name': 'Newcastle', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'newcastle'}","{'cost center': 'ZA1910S800', 'station name': 'Newcastle', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'newcastle'}"
insert,3603,"{'station name': 'Newlands', 'cost center': nan, 'country code': 'ZA'}",,
update,3604,,"{'cost center': nan, 'station name': 'Newtown', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'newtown'}","{'cost center': 'ZA111S0076', 'station name': 'Newtown', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'newtown'}"
update,3605,,"{'cost center': nan, 'station name': 'Ngodini Garage', 'city': 'Mpumalanga', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'ngodini garage'}","{'cost center': 'ZA111S0670', 'station name': 'Ngodini Garage', 'city': 'Mpumalanga', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'ngodini garage'}"
update,3606,,"{'cost center': nan, 'station name': 'Nobody', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'nobody'}","{'cost center': 'ZA111S0708', 'station name': 'Nobody', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'nobody'}"
update,3607,,"{'cost center': nan, 'station name': ""Nono's "", 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'nono s'}","{'cost center': 'ZA111S0660', 'station name': ""Nono's "", 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'nono s'}"
update,3608,,"{'cost center': nan, 'station name': 'Norkempark', 'city': 'Gauteng', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'norkempark'}","{'cost center': 'ZA111S0533', 'station name': 'Norkem Park', 'city': 'Gauteng', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'norkempark'}"
insert,3609,"{'station name': 'Northcliff', 'cost center': nan, 'country code': 'ZA'}",,
update,3610,,"{'cost center': nan, 'station name': 'Northriding ', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'COCO', 'country code': 'ZA', 'norm_name': 'northriding'}","{'cost center': 'ZA111S0007', 'station name': 'Northriding ', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'COCO', 'country code': 'ZA', 'norm_name': 'northriding'}"
update,3611,,"{'cost center': nan, 'station name': 'Northworld', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'northworld'}","{'cost center': 'ZA111S0028', 'station name': 'Northwold', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'northworld'}"
insert,3612,"{'station name': 'Nossob (SAN Park)', 'cost center': nan, 'country code': 'ZA'}",,
update,3613,,"{'cost center': nan, 'station name': 'Nqutu', 'city': 'KwaZulu Natal', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'nqutu'}","{'cost center': 'ZA111S0248', 'station name': 'Nqutu', 'city': 'KwaZulu Natal', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'nqutu'}"
update,3614,,"{'cost center': nan, 'station name': 'Numbi Gate', 'city': 'Mpumalanga', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'numbi gate'}","{'cost center': 'ZA111S0278', 'station name': 'Numbi Gate', 'city': 'Mpumalanga', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'numbi gate'}"
insert,3615,"{'station name': 'Nu-South', 'cost center': nan, 'country code': 'ZA'}",,
update,3616,,"{'cost center': nan, 'station name': 'Nzhelele Valley', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'nzhelele valley'}","{'cost center': 'ZA111S0683', 'station name': 'Nzhelele Valley', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'nzhelele valley'}"
